"Posicion","Nombre_Columna"
8064,"negative.regulation.of.mitochondrial.depolarization"
8065,"preprotein.binding"
8066,"ventral.midline.development"
8067,"cerebellar.cortex.morphogenesis"
8068,"smoothened.signaling.pathway.involved.in.regulation.of.cerebellar.granule.cell.precursor.cell.proliferation"
8069,"notochord.regression"
8070,"adenylate.cyclase.inhibiting.G.protein.coupled.acetylcholine.receptor.signaling.pathway"
8071,"phospholipase.C.activating.G.protein.coupled.acetylcholine.receptor.signaling.pathway"
8072,"asymmetric.synapse"
8073,"CD4.positive..alpha.beta.T.cell.cytokine.production"
8074,"positive.regulation.of.CD4.positive..alpha.beta.T.cell.activation"
8075,"stem.cell.proliferation"
8076,"tryptophan.transport"
8077,"beta.glucuronidase.activity"
8078,"X6.phosphofructokinase.complex"
8079,"glycolysis.from.storage.polysaccharide.through.glucose.1.phosphate"
8080,"virion.attachment.to.host.cell"
8081,"supramolecular.fiber.organization"
8082,"signal.recognition.particle.receptor.complex"
8083,"response.to.follicle.stimulating.hormone"
8084,"L.asparagine.biosynthetic.process"
8085,"negative.regulation.of.chemotaxis"
8086,"neutrophil.mediated.killing.of.fungus"
8087,"negative.regulation.of.hydrogen.peroxide.metabolic.process"
8088,"neutrophil.mediated.killing.of.gram.positive.bacterium"
8089,"all.trans.retinal.binding"
8090,"benzaldehyde.dehydrogenase..NAD.P....activity"
8091,"alcohol.catabolic.process"
8092,"carboxylic.acid.binding"
8093,"response.to.cobalt.ion"
8094,"response.to.vitamin"
8095,"amine.binding"
8096,"cellular.response.to.lead.ion"
8097,"exopeptidase.activity"
8098,"creatinine.metabolic.process"
8099,"cellular.response.to.UV.A"
8100,"striatal.medium.spiny.neuron.differentiation"
8101,"progesterone.secretion"
8102,"activin.A.complex"
8103,"regulation.of.follicle.stimulating.hormone.secretion"
8104,"type.II.activin.receptor.binding"
8105,"cellular.response.to.follicle.stimulating.hormone.stimulus"
8106,"GABAergic.neuron.differentiation"
8107,"positive.regulation.of.leukocyte.migration"
8108,"plasma.lipoprotein.particle"
8109,"pyruvate.dehydrogenase.activity"
8110,"negative.regulation.of.inositol.phosphate.biosynthetic.process"
8111,"positive.regulation.of.inositol.polyphosphate.5.phosphatase.activity"
8112,"phospholipase.C.inhibiting.G.protein.coupled.receptor.signaling.pathway"
8113,"negative.regulation.of.calcium.mediated.signaling"
8114,"regulation.of.cell.diameter"
8115,"protein.secretion.by.platelet"
8116,"opsonin.receptor.activity"
8117,"lipoteichoic.acid.binding"
8118,"negative.regulation.of.T.cell.mediated.cytotoxicity"
8119,"transmembrane.receptor.protein.tyrosine.phosphatase.activity"
8120,"positive.regulation.of.antigen.receptor.mediated.signaling.pathway"
8121,"positive.regulation.of.hematopoietic.stem.cell.migration"
8122,"snRNA.stem.loop.binding"
8123,"hepatocyte.growth.factor.receptor.activity"
8124,"negative.regulation.of.hydrogen.peroxide.mediated.programmed.cell.death"
8125,"positive.regulation.of.heart.rate.by.epinephrine.norepinephrine"
8126,"positive.regulation.of.the.force.of.heart.contraction.by.epinephrine.norepinephrine"
8127,"beta.adrenergic.receptor.activity"
8128,"beta1.adrenergic.receptor.activity"
8129,"alpha.2A.adrenergic.receptor.binding"
8130,"fear.response"
8131,"myosin.II.heavy.chain.binding"
8132,"mesenchymal.cell.proliferation"
8133,"negative.regulation.of.protein.refolding"
8134,"negative.regulation.of.chaperone.mediated.autophagy"
8135,"leukocyte.migration.involved.in.immune.response"
8136,"innate.immune.response.activating.signaling.pathway"
8137,"leukocyte.degranulation"
8138,"respiratory.burst.after.phagocytosis"
8139,"wound.healing..spreading.of.epidermal.cells"
8140,"alkaloid.catabolic.process"
8141,"vitamin.D3.25.hydroxylase.activity"
8142,"taurochenodeoxycholate.6alpha.hydroxylase.activity"
8143,"albendazole.monooxygenase.activity"
8144,"quinine.3.monooxygenase.activity"
8145,"testosterone.6.beta.hydroxylase.activity"
8146,"positive.regulation.of.myeloid.leukocyte.differentiation"
8147,"interleukin.3.receptor.binding"
8148,"ribosomal.small.subunit.biogenesis"
8149,"positive.regulation.of.platelet.derived.growth.factor.receptor.signaling.pathway"
8150,"terminal.web"
8151,"G.protein.coupled.serotonin.receptor.binding"
8152,"GTP.metabolic.process"
8153,"endothelial.microparticle"
8154,"regulation.of.flagellated.sperm.motility"
8155,"negative.regulation.of.prolactin.secretion"
8156,"keratinocyte.migration"
8157,"regulation.of.insulin.like.growth.factor.receptor.signaling.pathway"
8158,"steryl.sulfatase.activity"
8159,"interleukin.6.binding"
8160,"negative.regulation.of.interleukin.8.production"
8161,"ciliary.neurotrophic.factor.receptor.complex"
8162,"ciliary.neurotrophic.factor.binding"
8163,"ciliary.neurotrophic.factor.mediated.signaling.pathway"
8164,"ciliary.neurotrophic.factor.receptor.activity"
8165,"interleukin.6.receptor.activity"
8166,"adenylate.cyclase.inhibiting.serotonin.receptor.signaling.pathway"
8167,"serotonin.metabolic.process"
8168,"sperm.flagellum"
8169,"acylglycerol.catabolic.process"
8170,"regulation.of.phosphatidylinositol.dephosphorylation"
8171,"alpha.1B.adrenergic.receptor.binding"
8172,"alpha.2C.adrenergic.receptor.binding"
8173,"heterotrimeric.G.protein.binding"
8174,"negative.regulation.of.uterine.smooth.muscle.contraction"
8175,"negative.regulation.of.adenylate.cyclase.activating.adrenergic.receptor.signaling.pathway"
8176,"adenylate.cyclase.inhibiting.adrenergic.receptor.signaling.pathway"
8177,"phospholipase.C.activating.adrenergic.receptor.signaling.pathway"
8178,"MAPK.activating.adrenergic.receptor.signaling.pathway"
8179,"columnar.cuboidal.epithelial.cell.development"
8180,"regulation.of.phosphate.transport"
8181,"neuromedin.B.receptor.binding"
8182,"pigment.granule.maturation"
8183,"multivesicular.body..internal.vesicle"
8184,"positive.regulation.of.integrin.mediated.signaling.pathway"
8185,"inositol.phosphate.biosynthetic.process"
8186,"positive.regulation.of.cell.fate.specification"
8187,"mature.B.cell.differentiation"
8188,"acetyl.CoA.C.acyltransferase.activity"
8189,"acetate.CoA.transferase.activity"
8190,"palmitoyl.CoA.oxidase.activity"
8191,"bile.acid.sodium.symporter.activity"
8192,"leukocyte.mediated.immunity"
8193,"dopamine.beta.monooxygenase.activity"
8194,"chromaffin.granule.lumen"
8195,"homoiothermy"
8196,"dopamine.catabolic.process"
8197,"chromaffin.granule.membrane"
8198,"behavioral.response.to.ethanol"
8199,"regulation.of.extrinsic.apoptotic.signaling.pathway"
8200,"kinase.regulator.activity"
8201,"S.nitrosoglutathione.binding"
8202,"dinitrosyl.iron.complex.binding"
8203,"nitric.oxide.storage"
8204,"nitric.oxide.binding"
8205,"negative.regulation.of.leukocyte.proliferation"
8206,"cellular.response.to.cell.matrix.adhesion"
8207,"TRAF2.GSTP1.complex"
8208,"pre.mRNA.5..splice.site.binding"
8209,"intestinal.D.glucose.absorption"
8210,"regulation.of.microvillus.length"
8211,"lysophosphatidic.acid.binding"
8212,"regulation.of.actin.nucleation"
8213,"terminal.web.assembly"
8214,"regulation.of.lamellipodium.morphogenesis"
8215,"positive.regulation.of.lamellipodium.morphogenesis"
8216,"plasma.cell.differentiation"
8217,"multicellular.organismal.response.to.stress"
8218,"positive.regulation.of.erythrocyte.aggregation"
8219,"X6.7.dihydropteridine.reductase.activity"
8220,"response.to.aluminum.ion"
8221,"dihydrobiopterin.metabolic.process"
8222,"NADH.binding"
8223,"myeloid.dendritic.cell.activation"
8224,"plasmacytoid.dendritic.cell.activation"
8225,"regulation.of.tolerance.induction"
8226,"regulation.of.T.cell.mediated.immune.response.to.tumor.cell"
8227,"calcium.dependent.protein.kinase.regulator.activity"
8228,"negative.regulation.of.RNA.polymerase.II.transcription.preinitiation.complex.assembly"
8229,"regulation.of.restriction.endodeoxyribonuclease.activity"
8230,"V.D.J.recombination"
8231,"positive.regulation.of.toll.like.receptor.2.signaling.pathway"
8232,"T.helper.1.cell.activation"
8233,"negative.regulation.of.CD4.positive..alpha.beta.T.cell.differentiation"
8234,"T.helper.1.cell.differentiation"
8235,"positive.regulation.of.glycogen.catabolic.process"
8236,"positive.regulation.of.DNA.ligation"
8237,"negative.regulation.of.apoptotic.cell.clearance"
8238,"regulation.of.nucleotide.excision.repair"
8239,"spermatid.nucleus.elongation"
8240,"regulation.of.gluconeogenesis"
8241,"cellular.response.to.magnesium.ion"
8242,"mu.type.opioid.receptor.binding"
8243,"nitrobenzene.metabolic.process"
8244,"xenobiotic.catabolic.process"
8245,"cellular.detoxification.of.nitrogen.compound"
8246,"positive.regulation.of.heart.rate.by.epinephrine"
8247,"negative.regulation.of.vascular.associated.smooth.muscle.cell.proliferation"
8248,"negative.regulation.of.vascular.associated.smooth.muscle.cell.migration"
8249,"clathrin.coat"
8250,"clathrin.vesicle.coat"
8251,"clathrin.complex"
8252,"host.cell.surface.receptor.binding"
8253,"lung.induction"
8254,"wound.healing.involved.in.inflammatory.response"
8255,"negative.regulation.of.muscle.cell.apoptotic.process"
8256,"smooth.muscle.hyperplasia"
8257,"cellular.response.to.nutrient"
8258,"negative.regulation.of.mast.cell.cytokine.production"
8259,"regulation.of.macrophage.derived.foam.cell.differentiation"
8260,"positive.regulation.of.odontogenesis.of.dentin.containing.tooth"
8261,"mammary.gland.fat.development"
8262,"positive.regulation.of.macrophage.colony.stimulating.factor.signaling.pathway"
8263,"positive.regulation.of.microglial.cell.migration"
8264,"platelet.activating.factor.receptor.activity"
8265,"platelet.derived.growth.factor.receptor.activity"
8266,"response.to.fluid.shear.stress"
8267,"cell.migration.involved.in.vasculogenesis"
8268,"metanephric.mesenchymal.cell.migration"
8269,"positive.regulation.of.cell.proliferation.by.VEGF.activated.platelet.derived.growth.factor.receptor.signaling.pathway"
8270,"cell.migration.involved.in.coronary.angiogenesis"
8271,"retina.vasculature.development.in.camera.type.eye"
8272,"metanephric.mesenchyme.development"
8273,"metanephric.glomerular.mesangial.cell.proliferation.involved.in.metanephros.development"
8274,"metanephric.comma.shaped.body.morphogenesis"
8275,"metanephric.S.shaped.body.morphogenesis"
8276,"lipoate.metabolic.process"
8277,"acrosomal.matrix"
8278,"lipoamide.binding"
8279,"oxoglutarate.dehydrogenase.complex"
8280,"dihydrolipoamide.metabolic.process"
8281,"myeloid.cell.differentiation"
8282,"G.rich.strand.telomeric.DNA.binding"
8283,"U2.snRNA.binding"
8284,"neuropeptide.catabolic.process"
8285,"bradykinin.catabolic.process"
8286,"HLA.A.specific.activating.MHC.class.I.receptor.activity"
8287,"dichotomous.subdivision.of.terminal.units.involved.in.lung.branching"
8288,"response.to.acidic.pH"
8289,"positive.regulation.of.glucagon.secretion"
8290,"pancreatic.juice.secretion"
8291,"positive.regulation.of.pancreatic.juice.secretion"
8292,"positive.regulation.of.somatostatin.secretion"
8293,"negative.regulation.of.gastrin.induced.gastric.acid.secretion"
8294,"regulation.of.lymphocyte.apoptotic.process"
8295,"regulation.of.epithelial.cell.proliferation"
8296,"negative.regulation.of.ruffle.assembly"
8297,"positive.regulation.of.stem.cell.differentiation"
8298,"Fc.gamma.receptor.I.complex.binding"
8299,"regulation.of.innate.immune.response"
8300,"lactase.activity"
8301,"beta.glucosidase.activity"
8302,"glycosylceramidase.activity"
8303,"glycosyl.compound.metabolic.process"
8304,"nucleotide.excision.repair..DNA.damage.recognition"
8305,"nucleotide.excision.repair..DNA.duplex.unwinding"
8306,"lagging.strand.elongation"
8307,"nucleotide.excision.repair..preincision.complex.assembly"
8308,"mitochondrial.DNA.metabolic.process"
8309,"protein.modification.process"
8310,"mitochondrial.DNA.repair"
8311,"alpha.DNA.polymerase.primase.complex"
8312,"DNA.strand.elongation.involved.in.DNA.replication"
8313,"leading.strand.elongation"
8314,"intracellular.transport.of.viral.protein.in.host.cell"
8315,"host.cell"
8316,"negative.regulation.of.defense.response.to.virus.by.host"
8317,"cellular.response.to.type.I.interferon"
8318,"leukotriene.metabolic.process"
8319,"lipoxin.metabolic.process"
8320,"granulocyte.colony.stimulating.factor.receptor.binding"
8321,"axon.target.recognition"
8322,"viral.protein.processing"
8323,"nerve.growth.factor.production"
8324,"negative.regulation.of.transforming.growth.factor.beta1.production"
8325,"peptide.biosynthetic.process"
8326,"negative.regulation.of.nerve.growth.factor.production"
8327,"coenzyme.A.catabolic.process"
8328,"acetyl.CoA.catabolic.process"
8329,"cerebral.cortex.radially.oriented.cell.migration"
8330,"cerebral.cortex.tangential.migration"
8331,"synapse.assembly.involved.in.innervation"
8332,"positive.regulation.of.hematopoietic.stem.cell.proliferation"
8333,"phosphatidylinositol.bisphosphate.binding"
8334,"positive.regulation.of.cation.channel.activity"
8335,"Ctf18.RFC.like.complex"
8336,"positive.regulation.of.DNA.directed.DNA.polymerase.activity"
8337,"nodal.signaling.pathway"
8338,"nodal.binding"
8339,"regulation.of.type.I.interferon.production"
8340,"error.free.translesion.synthesis"
8341,"positive.regulation.of.protein.monoubiquitination"
8342,"ubiquitin.recycling"
8343,"negative.regulation.of.filopodium.assembly"
8344,"apelin.receptor.binding"
8345,"apelin.receptor.signaling.pathway"
8346,"mesendoderm.migration"
8347,"cell.migration.involved.in.mesendoderm.migration"
8348,"negative.regulation.of.calcium.ion.import.into.sarcoplasmic.reticulum"
8349,"hindgut.morphogenesis"
8350,"floor.plate.formation"
8351,"spinal.cord.dorsal.ventral.patterning"
8352,"smoothened.signaling.pathway.involved.in.ventral.spinal.cord.interneuron.specification"
8353,"smoothened.signaling.pathway.involved.in.spinal.cord.motor.neuron.cell.fate.specification"
8354,"spinal.cord.ventral.commissure.morphogenesis"
8355,"positive.regulation.of.neuroblast.proliferation"
8356,"optic.nerve.morphogenesis"
8357,"forebrain.radial.glial.cell.differentiation"
8358,"lateral.ganglionic.eminence.cell.proliferation"
8359,"nose.morphogenesis"
8360,"negative.regulation.of.alpha.beta.T.cell.differentiation"
8361,"lambdoid.suture.morphogenesis"
8362,"sagittal.suture.morphogenesis"
8363,"mammary.gland.specification"
8364,"anterior.semicircular.canal.development"
8365,"lateral.semicircular.canal.development"
8366,"cell.differentiation.involved.in.kidney.development"
8367,"regulation.of.bone.development"
8368,"small.molecule.metabolic.process"
8369,"mast.cell.secretory.granule.organization"
8370,"protease.localization.to.mast.cell.secretory.granule"
8371,"T.cell.secretory.granule.organization"
8372,"maintenance.of.protease.location.in.mast.cell.secretory.granule"
8373,"maintenance.of.granzyme.B.location.in.T.cell.secretory.granule"
8374,"regulation.of.single.stranded.viral.RNA.replication.via.double.stranded.DNA.intermediate"
8375,"immune.system.development"
8376,"positive.regulation.of.T.helper.cell.differentiation"
8377,"Myb.complex"
8378,"oligo.1.6.glucosidase.activity"
8379,"sucrose.metabolic.process"
8380,"vacuolar.sequestering"
8381,"neuromuscular.process.controlling.posture"
8382,"negative.regulation.of.integrin.biosynthetic.process"
8383,"positive.regulation.of.integrin.biosynthetic.process"
8384,"glandular.epithelial.cell.development"
8385,"growth.plate.cartilage.development"
8386,"ventricular.cardiac.muscle.cell.differentiation"
8387,"Sertoli.cell.fate.commitment"
8388,"trachea.cartilage.development"
8389,"leukocyte.differentiation"
8390,"regulation.of.phosphatidylinositol.3.kinase.protein.kinase.B.signal.transduction"
8391,"acrosome.matrix.dispersal"
8392,"amidase.activity"
8393,"lymphoid.progenitor.cell.differentiation"
8394,"B.cell.lineage.commitment"
8395,"melanin.metabolic.process"
8396,"regulation.of.nitrogen.utilization"
8397,"regulation.of.glycoprotein.biosynthetic.process"
8398,"mesenchymal.cell.development"
8399,"channel.inhibitor.activity"
8400,"negative.regulation.of.cellular.pH.reduction"
8401,"CD8.positive..alpha.beta.T.cell.lineage.commitment"
8402,"regulation.of.protein.homodimerization.activity"
8403,"regulation.of.viral.genome.replication"
8404,"pigment.granule.organization"
8405,"BH3.domain.binding"
8406,"negative.regulation.of.apoptotic.signaling.pathway"
8407,"negative.regulation.of.collateral.sprouting.of.intact.axon.in.response.to.injury"
8408,"opsin.binding"
8409,"chondroitin.sulfate.proteoglycan.binding"
8410,"negative.regulation.of.protein.export.from.nucleus"
8411,"uterine.wall.breakdown"
8412,"detection.of.hypoxia"
8413,"regulation.of.chaperone.mediated.autophagy"
8414,"lumenal.side.of.lysosomal.membrane"
8415,"cellular.response.to.lipid.hydroperoxide"
8416,"organic.acid.metabolic.process"
8417,"negative.regulation.of.binding"
8418,"negative.regulation.of.cellular.organofluorine.metabolic.process"
8419,"tubulin.complex"
8420,"regulation.of.microtubule.based.movement"
8421,"cAMP.dependent.protein.kinase.inhibitor.activity"
8422,"negative.regulation.of.meiotic.nuclear.division"
8423,"negative.regulation.of.cAMP.dependent.protein.kinase.activity"
8424,"mast.cell.cytokine.production"
8425,"negative.regulation.of.catecholamine.secretion"
8426,"chromaffin.granule"
8427,"adenylate.cyclase.activating.adrenergic.receptor.signaling.pathway.involved.in.cardiac.muscle.relaxation"
8428,"positive.regulation.of.relaxation.of.cardiac.muscle"
8429,"positive.regulation.of.dense.core.granule.biogenesis"
8430,"myeloid.progenitor.cell.differentiation"
8431,"immature.B.cell.differentiation"
8432,"dendritic.cell.cytokine.production"
8433,"stem.cell.factor.receptor.activity"
8434,"hematopoietic.stem.cell.migration"
8435,"Kit.signaling.pathway"
8436,"erythropoietin.mediated.signaling.pathway"
8437,"mast.cell.proliferation"
8438,"melanocyte.adhesion"
8439,"positive.regulation.of.vascular.associated.smooth.muscle.cell.differentiation"
8440,"interphotoreceptor.matrix"
8441,"uroporphyrinogen.III.biosynthetic.process"
8442,"regulation.of.regulatory.T.cell.differentiation"
8443,"B.cell.cytokine.production"
8444,"X.de.novo..protein.folding"
8445,"coated.vesicle"
8446,"isotype.switching.to.IgG.isotypes"
8447,"cyclin.dependent.protein.kinase.activating.kinase.holoenzyme.complex"
8448,"retinal.pigment.epithelium.development"
8449,"steroid.receptor.RNA.activator.RNA.binding"
8450,"regulation.of.thyroid.hormone.receptor.signaling.pathway"
8451,"female.courtship.behavior"
8452,"positive.regulation.of.myotube.differentiation"
8453,"regulation.of.myeloid.cell.apoptotic.process"
8454,"negative.regulation.of.DNA.templated.transcription.initiation"
8455,"central.nervous.system.myelin.maintenance"
8456,"microglial.cell.proliferation"
8457,"regulation.of.neuronal.signal.transduction"
8458,"positive.regulation.of.tau.protein.kinase.activity"
8459,"allantoin.metabolic.process"
8460,"citrate.metabolic.process"
8461,"succinate.metabolic.process"
8462,"isoleucine.metabolic.process"
8463,"valine.metabolic.process"
8464,"growth.hormone.receptor.complex"
8465,"regulation.of.adaptive.immune.response"
8466,"regulation.of.MyD88.dependent.toll.like.receptor.signaling.pathway"
8467,"CD8.positive..alpha.beta.T.cell.differentiation"
8468,"negative.regulation.of.regulatory.T.cell.differentiation"
8469,"regulation.of.CD8.positive..alpha.beta.T.cell.proliferation"
8470,"muscle.cell.fate.specification"
8471,"positive.regulation.of.the.force.of.heart.contraction"
8472,"protein.folding.in.endoplasmic.reticulum"
8473,"maintenance.of.protein.localization.in.endoplasmic.reticulum"
8474,"regulation.of.protein.folding.in.endoplasmic.reticulum"
8475,"regulation.of.ATF6.mediated.unfolded.protein.response"
8476,"regulation.of.IRE1.mediated.unfolded.protein.response"
8477,"regulation.of.PERK.mediated.unfolded.protein.response"
8478,"myosin.phosphatase.activity"
8479,"phenylethanolamine.N.methyltransferase.activity"
8480,"intermediate.density.lipoprotein.particle.remodeling"
8481,"phosphatidylcholine.catabolic.process"
8482,"phosphatidylethanolamine.metabolic.process"
8483,"phosphatidic.acid.metabolic.process"
8484,"rhythmic.behavior"
8485,"Schwann.cell.differentiation"
8486,"rhombomere.3.formation"
8487,"rhombomere.5.formation"
8488,"dehydroascorbic.acid.transmembrane.transporter.activity"
8489,"xenobiotic.transmembrane.transporter.activity"
8490,"dehydroascorbic.acid.transport"
8491,"hexose.transmembrane.transport"
8492,"carbohydrate.utilization"
8493,"hexose.transmembrane.transporter.activity"
8494,"UMP.biosynthetic.process"
8495,"dihydrolipoyllysine.residue..2.methylpropanoyl.transferase.activity"
8496,"ectodermal.cell.differentiation"
8497,"killing.by.host.of.symbiont.cells"
8498,"positive.regulation.of.monoatomic.ion.transport"
8499,"postsynaptic.membrane.organization"
8500,"behavioral.response.to.nicotine"
8501,"Edg.2.lysophosphatidic.acid.receptor.binding"
8502,"membrane.raft.localization"
8503,"regulation.of.exocyst.assembly"
8504,"regulation.of.exocyst.localization"
8505,"arylamine.N.acetyltransferase.activity"
8506,"negative.regulation.of.cellular.extravasation"
8507,"negative.regulation.of.neutrophil.degranulation"
8508,"cytolytic.granule"
8509,"phagolysosome.membrane"
8510,"establishment.of.protein.localization.to.organelle"
8511,"regulation.of.organelle.transport.along.microtubule"
8512,"endocardial.cushion.to.mesenchymal.transition.involved.in.heart.valve.formation"
8513,"carnitine.metabolic.process..CoA.linked"
8514,"medium.chain.fatty.acid.metabolic.process"
8515,"medium.chain.fatty.acid.catabolic.process"
8516,"medium.chain.fatty.acyl.CoA.dehydrogenase.activity"
8517,"motogenic.signaling.involved.in.postnatal.olfactory.bulb.interneuron.migration"
8518,"ventricular.zone.neuroblast.division"
8519,"fibroblast.growth.factor.receptor.signaling.pathway.involved.in.orbitofrontal.cortex.development"
8520,"chordate.embryonic.development"
8521,"paraxial.mesoderm.development"
8522,"regulation.of.lateral.mesodermal.cell.fate.specification"
8523,"auditory.receptor.cell.development"
8524,"positive.regulation.of.MAPKKK.cascade.by.fibroblast.growth.factor.receptor.signaling.pathway"
8525,"regulation.of.extrinsic.apoptotic.signaling.pathway.in.absence.of.ligand"
8526,"programmed.cell.death"
8527,"embryonic.cleavage"
8528,"DNA.unwinding.involved.in.DNA.replication"
8529,"DNA.topoisomerase.type.II..double.strand.cut..ATP.hydrolyzing..complex"
8530,"mitotic.DNA.integrity.checkpoint.signaling"
8531,"positive.regulation.of.single.stranded.viral.RNA.replication.via.double.stranded.DNA.intermediate"
8532,"nucleoid"
8533,"viral.integration.complex"
8534,"NADP.metabolic.process"
8535,"negative.regulation.of.protein.glutathionylation"
8536,"pentose.biosynthetic.process"
8537,"ribose.phosphate.biosynthetic.process"
8538,"ubiquitin.like.protein.transferase.activity"
8539,"BAT3.complex"
8540,"bile.acid.signaling.pathway"
8541,"bile.acid.nuclear.receptor.activity"
8542,"positive.regulation.of.apoptotic.process.involved.in.mammary.gland.involution"
8543,"regulation.of.calcidiol.1.monooxygenase.activity"
8544,"calcitriol.binding"
8545,"lithocholic.acid.binding"
8546,"vitamin.D.response.element.binding"
8547,"positive.regulation.of.cellular.response.to.insulin.stimulus"
8548,"negative.regulation.of.cardiac.muscle.tissue.development"
8549,"acyl.binding"
8550,"positive.regulation.of.cyclic.nucleotide.phosphodiesterase.activity"
8551,"pyruvate.carboxylase.activity"
8552,"viral.RNA.genome.packaging"
8553,"coumarin.7.hydroxylase.activity"
8554,"coumarin.catabolic.process"
8555,"regulation.of.skeletal.muscle.contraction"
8556,"syntrophin.complex"
8557,"regulation.of.cellular.response.to.growth.factor.stimulus"
8558,"L.histidine.biosynthetic.process"
8559,"methenyltetrahydrofolate.cyclohydrolase.activity"
8560,"methylenetetrahydrofolate.dehydrogenase..NAD.P....activity"
8561,"methylenetetrahydrofolate.dehydrogenase..NAD...activity"
8562,"methionine.metabolic.process"
8563,"serine.family.amino.acid.metabolic.process"
8564,"X10.formyltetrahydrofolate.biosynthetic.process"
8565,"transsulfuration"
8566,"regulation.of.cholesterol.efflux"
8567,"defense.response.to.nematode"
8568,"negative.regulation.of.interleukin.5.production"
8569,"eosinophil.migration"
8570,"negative.regulation.of.interleukin.13.production"
8571,"negative.regulation.of.interleukin.4.production"
8572,"polychlorinated.biphenyl.binding"
8573,"X.S..limonene.6.monooxygenase.activity"
8574,"X.S..limonene.7.monooxygenase.activity"
8575,"urea.metabolic.process"
8576,"amide.metabolic.process"
8577,"X.R..limonene.6.monooxygenase.activity"
8578,"formaldehyde.dehydrogenase..NAD...activity"
8579,"response.to.nitrosative.stress"
8580,"S..hydroxymethyl.glutathione.dehydrogenase..NAD.P....activity"
8581,"morphogenesis.of.an.epithelial.sheet"
8582,"serum.response.element.binding"
8583,"tangential.migration.from.the.subventricular.zone.to.the.olfactory.bulb"
8584,"dorsal.aorta.morphogenesis"
8585,"mRNA.transcription.by.RNA.polymerase.II"
8586,"positive.regulation.of.transcription.by.glucose"
8587,"regulation.of.smooth.muscle.cell.differentiation"
8588,"positive.regulation.of.transcription.initiation.by.RNA.polymerase.II"
8589,"bronchus.cartilage.development"
8590,"cardiac.vascular.smooth.muscle.cell.differentiation"
8591,"lung.smooth.muscle.development"
8592,"primary.miRNA.binding"
8593,"negative.regulation.of.amyloid.beta.clearance"
8594,"ornithine.decarboxylase.activity"
8595,"translation.activator.activity"
8596,"purine.specific.mismatch.base.pair.DNA.N.glycosylase.activity"
8597,"DNA.polymerase.processivity.factor.activity"
8598,"replisome"
8599,"positive.regulation.of.deoxyribonuclease.activity"
8600,"dinucleotide.insertion.or.deletion.binding"
8601,"MutLalpha.complex.binding"
8602,"PCNA.complex"
8603,"PCNA.p21.complex"
8604,"mitotic.telomere.maintenance.via.semi.conservative.replication"
8605,"ovarian.follicle.atresia"
8606,"peripheral.nervous.system.neuron.axonogenesis"
8607,"collagen.type.XI.trimer"
8608,"tendon.development"
8609,"negative.regulation.of.necroptotic.process"
8610,"ATP.ADP.antiporter.activity"
8611,"RNA.import.into.nucleus"
8612,"nuclear.pore.organization"
8613,"regulation.of.mitotic.sister.chromatid.separation"
8614,"positive.regulation.of.heterochromatin.formation"
8615,"nuclear.pore.nuclear.basket"
8616,"negative.regulation.of.RNA.export.from.nucleus"
8617,"dynein.complex.binding"
8618,"response.to.epidermal.growth.factor"
8619,"regulation.of.mRNA.export.from.nucleus"
8620,"nuclear.matrix.organization"
8621,"nuclear.pore.complex.assembly"
8622,"X11.cis.retinal.binding"
8623,"negative.regulation.of.T.cell.apoptotic.process"
8624,"positive.regulation.of.type.I.hypersensitivity"
8625,"serotonin.secretion"
8626,"IgE.receptor.activity"
8627,"negative.regulation.of.endodeoxyribonuclease.activity"
8628,"endocardial.cushion.morphogenesis"
8629,"negative.regulation.of.Wnt.signaling.pathway.involved.in.heart.development"
8630,"negative.regulation.of.aldosterone.biosynthetic.process"
8631,"cardiocyte.differentiation"
8632,"regulation.of.odontogenesis.of.dentin.containing.tooth"
8633,"negative.regulation.of.calcium.independent.cell.cell.adhesion"
8634,"BMP.receptor.binding"
8635,"BMP.receptor.complex"
8636,"mesenchymal.cell.proliferation.involved.in.ureteric.bud.development"
8637,"negative.regulation.of.cortisol.biosynthetic.process"
8638,"regulation.of.cell.fate.commitment"
8639,"negative.regulation.of.T.cell.differentiation.in.thymus"
8640,"tendon.cell.differentiation"
8641,"deltoid.tuberosity.development"
8642,"positive.regulation.of.epidermal.cell.differentiation"
8643,"intermediate.mesodermal.cell.differentiation"
8644,"negative.regulation.of.oligodendrocyte.differentiation"
8645,"positive.regulation.of.cardiac.muscle.fiber.development"
8646,"bronchus.development"
8647,"trachea.development"
8648,"trachea.formation"
8649,"branching.involved.in.prostate.gland.morphogenesis"
8650,"lung.lobe.development"
8651,"epithelial.cell.proliferation.involved.in.lung.morphogenesis"
8652,"bud.dilation.involved.in.lung.branching"
8653,"mammary.gland.formation"
8654,"epithelial.mesenchymal.cell.signaling"
8655,"negative.regulation.of.prostatic.bud.formation"
8656,"positive.regulation.of.branching.involved.in.lung.morphogenesis"
8657,"pulmonary.artery.endothelial.tube.morphogenesis"
8658,"positive.regulation.of.hepatocyte.differentiation"
8659,"response.to.nitric.oxide"
8660,"glomerular.capillary.formation"
8661,"negative.regulation.of.glomerular.mesangial.cell.proliferation"
8662,"mesenchymal.cell.differentiation.involved.in.kidney.development"
8663,"ureter.epithelial.cell.differentiation"
8664,"ureter.smooth.muscle.cell.differentiation"
8665,"mesenchymal.cell.proliferation.involved.in.ureter.development"
